Twitter Account,Twitter Handle,Content
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @CoinbaseIntExch nice 15 48 5.4K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @xEbumx  and  @fejau_inc it's how i feed the AI 2 5 524
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @fejau_inc what i miss now 16 33 7.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @CharcoOnchain @sphere_labs  i have your next partnership idea  3 8 1.6K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 30 Replying to  @blknoiz06   @CryptoTenzing  and 2 others Quote Ansem  @blknoiz06 · May 29 entertaining idea of slow summer if equities can't reclaim black box - bitcoin also showing signs of stalling near previous all-time highs  fartcoin primary indicator for risk-on markets, losing 4H trend for first time since bottom, confirmation below ~$1.16  + no bullish follow Show more 1 3 987"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @CryptoTenzing   @Y0lkix  and  @zhusu Quote Ansem  @blknoiz06 · May 30 hey its me again $ETH  x.com/blknoiz06/stat… 1 4 837
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @Y0lkix  and  @zhusu 2 2 564
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @Y0lkix  and  @zhusu who & about what 3 2 723
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @loffydotsol stay loudio 9 18 5.6K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 30 hey its me again $ETH Quote Ansem  @blknoiz06 · May 17 will be shorting eth from 2600-2900 as a hedge if this is local highs similar to march '22 & we actually roll over to retest swing lows from early april, instead of printing a higher low & continuation into ATHs  believe hype & btc will continue to be the easiest main barbell 162 51 507 365K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @jarroddicker legit haha 4 9 607
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @senortilt king tilt! 7 5 2.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 30 Replying to  @blockgraze @chumbawamba22 5 6 4.4K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 30 Replying to  @EasyEatsBodega  and  @stayloudio because every memecoin community implicitly or explicitly wants to leverage social media & CT personas to get more attention on their token  but yes i do agree it will need to be more evenly distributed Quote Ansem  @blknoiz06 · May 29 for loudio be sustainable longterm, there will need to be a way to do sharing of the creator payouts to smaller accounts  it needs to scale such that a large % of holder base can benefit instead of only the ppl with the most engagement 10 1 15 6.1K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @Defi_Scribbler pretty sure kaito's algorithm has some ranking for smaller accounts who get outsized engagement for their size 18 1 24 2K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @l40x0  and  @stayloudio lol 3 1 8 1.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 pretty impressive on the pre-launch stats tho  @stayloudio 717 156 948 108K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 for loudio be sustainable longterm, there will need to be a way to do sharing of the creator payouts to smaller accounts  it needs to scale such that a large % of holder base can benefit instead of only the ppl with the most engagement 419 84 767 93K"
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 reason i believe  @stayloudio  has chance at working is because it makes the memecoin-attention flywheel transparent  you choose to opt-in to the game and contribute portion of trading fees to those who have the most viral content about loudio, which then brings in more traders 805 198 1.1K 122K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Quote Chessy King  @Only1ChessyKing · May 29 Replying to @blknoiz06 Bro looking back and Giving a Smile 103 8 289 65K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 all of my best trades for about 4 years now have been failed breakdown swing longs and failed breakout swing shorts 167 42 1K 143K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 https://open.spotify.com/track/6QNyCBxwG3qhSN0IhObKHA?si=Ww7K2Y2HQQ2HzJ-qDc6vYQ&context=spotify%3Aartist%3A4E0HD2PMY8kQJIjlShrLUS… 30 36 19K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @driphurts LOL 5 1 6 4.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @doubleape i laughed typing it 5 43 3.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @zhusu fastest horse up or down 45 3 268 27K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @abruzuc how! 7 6 2.4K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @Lin_DAO_ you should! 21 1 23 6.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @CirrusNFT 3 5 1.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @CirrusNFT yea but isnt it a .2sol presale allocation at like $200k market cap? 36 61 11K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @CarlKVogel in the trenches! 36 15 78 15K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @TheCryptoNexus just got my tg down to 50 from like 700 lol 11 3 25 6.7K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 entertaining idea of slow summer if equities can't reclaim black box - bitcoin also showing signs of stalling near previous all-time highs  fartcoin primary indicator for risk-on markets, losing 4H trend for first time since bottom, confirmation below ~$1.16  + no bullish follow Show more 170 61 812 128K"
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 if i havent known you on the internet for 5 years or met you in person you are now AI to me on here Quote Liv Boeree @Liv_Boeree · May 29 We’re in the last few months of easy discernment between real and AI footage.   After that, we can rely only on our priors and evaluation of source through robust epistemological enquiry. Luckily humans are really good at that. 157 27 367 85K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @0xBaba23 mb king 36 4 65 10K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @gainzy222 let me on! 81 13 589 37K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @kmoney_69 mog szn 86 65 364 42K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @fejau_inc dude!!! 5 6 3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Quote ibuyrugs (CHANG GUY MODE) @ibuyrugs · May 29 ena is some ppl's go to eth beta   ??? 182 82 659 211K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 playoff hockey is sick as fuck 164 20 468 66K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 my god Quote Rob Gucci @heatdaddy69420 · May 29 This is just such a great play by Barkov you literally just look at what he did and you say Jesus Christ 51 3 112 52K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 lubin candle 117 22 314 64K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 we should be up on that headline no? 186 26 476 94K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 ? Quote Stock Talk @stocktalkweekly · May 29 BREAKING: U.S. COURT OF INTERNATIONAL TRADE RULES AGAINST PRESIDENT TRUMP’S TARIFFS AS INVALID UNDER IEEPA — PRESIDENT DOES NOT HAVE THE AUTHORITY TO UNILATERALLY IMPOSE TARIFFS 43 6 88 57K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @BuzzCalls  and  @HugoMartingale idk its my name i think i get a pass or smth 3 8 699
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @HugoMartingale a zionist fakeout 53 11 328 31K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 the internet Quote Do Not @ Me, PhD @UsingLyft · May 29 My favorite thing about women is that so many of them think they can find a physically attractive, high earning, intelligent and interesting man who’s good in bed that’s gonna be romantic and faithful to them. You really think you’re gonna get all that? What makes you think that? 62 11 132 49K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @CryptoCharles__ 7 13 3.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @Tradermayne lets drop it 500 bips yahooooo 19 44 10K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 29 what the hell was i on in 2018 Quote Ansem  @blknoiz06 · Jul 3, 2018 matcha fire u trippin https://x.com/dollasignbeezy/status/1013974970513281024… 184 36 306 103K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @tmuxvim need a saquon commercial instead of tom brady once perps are legal in the US 3 1 85 10K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @vers_laLune what is a foid 9 39 15K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @frizzaud hell yea 4 1 12 3.7K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @ramseyboltin every day 3 4 601
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @Bencrxpto  and  @R89Capital swiss francs? no clue tbh 5 2 685
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 3 Quote Mhlongo da Herbalist  @Qokani · May 28 Guys.. at what age do kids start lying? Lol  101 15 214 62K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 29 Replying to  @raver_science   @MaxExtractor07  and  @MoonOverlord this is the only time app i am on time.fun Time.fun Trade and redeem minutes to connect with your favorite creators 4 735
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @R89Capital POTAN + Bitcoin  sell before the socialists get elected Quote Vonn @itsthewealth4me · May 23 Yup I call it POTAN   Palantir Open AI Tesla Amazon Nvidia x.com/craigzliszt/st… 16 5 82 28K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @chumbawamba22 bullish perp trading volumes & memecoin dex volumes  2 21 2.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @DexterVro its true 3 11 2.2K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 still funny to me that we selloff whenever ppl start tweeting time for ethbtc to rally 219 47 1.1K 100K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @nosheks im not but i do like them 27 1 101 4.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @buyerofponzi wow! 2 1 17 1.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @BobLoukas BOB HELP THEY LIQUIDATED OUR FRIEND JAMES WYNN 10 1 107 14K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @buyerofponzi damn bro when you start writing like this??? 13 1 49 9.6K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 28 Replying to  @plur_daddy think btc.dom goes to 75% before alt season happens  sonar + strong teams w/ cashflows will be main catalyst for incremental bid into alts, we have passed the peak of speculative premium demand on alts based on storytelling & memecoins capture a lot of the retail pure gambling Show more 24 16 158 24K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @MaxExtractor07  and  @MoonOverlord i mean i think they cap their risk pretty well they dont trade perps and they dont hold coins for long periods of time so downside is limited 3 6 868
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @nicky_sap   @caribegg  and 2 others its not connected in my apps & sessions so its a fake account 5 1 7 885
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 murad thesis is going to be right when spx goes back to all time high bc nobody wants to hold new launches but they already have an existing cult of ppl who just don't care about selling Quote Wood @notanicecat69 · May 28 it’s not worth buying anything but BTC hype and maybe fartcoin   the trenches are cooked and will never be back 389 204 1.6K 259K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @Stocktrader no 7 1 6 1.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @MoonOverlord the fnf kids dont even know what TA is they just bundle launches & scan for $10k mcap coins  54 14 186 17K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 28 Replying to  @daaniyaan team is smart, they wouldnt unnecesarily do this when they are already doing so well 17 1 58 9.5K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @notfrydoteth banger 20 2 85 10K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @Tradermayne super bowl 12 2 13 6.2K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 bro is ash ketchum crypto version Quote O G @OGshoots · May 28 OGshoots has arrived at the bitcoin conference 303 42 285 72K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @___vtx___ what hedge fund is goinf 7-12x lev their entire book? 7 42 10K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 hype growth chart is pretty crazy Quote Nigel Eccles @nigeleccles · May 27 Hyperliquid’s growth over the past 6 months is stunning 94 23 402 67K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @ZootedNL log ichimoku cloud w/ 20/60/120/30 settings  that gap is called a c-clamp if you wanted to look it up 1 1 29 3.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @_Jamisky yea 4 55 10K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 if you get gifted anything sub $30 in early June for $HYPE you just mash the green button & close your eyes 123 74 1.1K 131K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @tom_crypto10  and  @old freaky ass nigga 5 10 1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @tarek_crypt0 DitHyRMQiSDhn5cnKMJV2CDDt6sVct96YrECiM49pump 37 40 97 9.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @old what should i auction off 13 28 14K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 28 fascinating to see ppl lever up trading $100M, $100k understandable, $1M ok, @ $10M ok you're bugging but you likely got there through the same process so i can reason through it  but 10x+ lev with $100M? are you trying to buy earth? 327 135 2.7K 374K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 hype two red daily candles in a row why even live? 133 23 601 83K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @0xKeef  and  @icebergy_ you lot worry me sometimes this is like 5th grade sentence level 2 1 6 761
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @hosseeb ICOs vs social tokens 11 1 15 3.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @icebergy_ yea loudio productizes the memecoin-attention flywheel such that the loudest bullposters directly benefit from their contribution to mindshare 24 3 29 7.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @JoyceanNoia tf is impala 3 3 839
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @ThinkingUSD hyperunit  hyperliquid 16 2 117 8.4K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @stoicsavage ITS HORNY SEASON 80 13 265 27K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @cremedupepe even me?  8 3 2.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @patty_fi hey pattster 28 39 4.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @echodotxyz bitconnnnneeeeeeccccccccct 29 9 352 26K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 28 tastiest meat chicken 19.4% beef 51.3% pork 10.4% lamb 18.9% 13,731 votes · Final results 474 33 284 127K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @abetrade SEND IT LIKE THE TROOPS TO THE SOUTH ABE 1 14 2.2K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 28 seems like a great business model Quote unusual_whales @unusual_whales · May 27 Buy now, pay later app Klarna has said its net loss for the first three months of 2025 totaled $99 million, significantly worse than the $47 million loss it reported a year ago, due to unpaid bills by users. 146 22 418 104K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @CryptoCurb  and  @cozypront 15% rip & he's back at all time highs! 5 1 9 1.2K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @cozypront prayge  1 7 1.4K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @cozypront isnt he still long 36 3 87 17K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 28 Replying to  @cryptonewt333   @SniperJDubz  and  @stoicsavage well i didnt say to buy the coin  3 2 808
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @ezcontra  and  @stoicsavage 4 1 17 3.8K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @builderbebop  and  @TraderMagus no Magus said that not me  3 7 2.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @SniperJDubz  and  @stoicsavage im trying to be nicer rest of the year 6 1 28 2.2K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @TraderMagus $200K Q4 54 15 391 26K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @stoicsavage $10k 128 52 866 67K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @PlasmaFDN  and  @echodotxyz ICOs are BACK 12 3 135 13K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 instead of zirp phenomena from 2021 we get various multi-billion dollar TWAP+shillfest vehicles, cool w/ me Quote Yano  @JasonYanowitz · May 27 Here's how it's gonna go with PCVs (Public Crypto Vehicles).  Microstrategy started it.   The game was simple: access capital markets to acquire Bitcoin. Then leverage financial engineering to generate a premium on the underlying BTC.   And they nailed this. Say what you want Show more 43 7 128 49K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 genuinely startling how aggressively everyone is trying to accumulate crypto now Quote db @tier10k · May 27 *TRUMP MEDIA ANNOUNCES $2.5B BITCOIN TREASURY DEAL  *TRUMP MEDIA ANNOUNCES $2.5B BITCOIN TREASURY DEAL 169 69 1.5K 188K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @JasonYanowitz #MakeEthereumGreatAgain 28 19 95 16K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 bill hwang mode 142 19 417 64K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 / @ethena_labs Ethena 2025: Convergence From mirror.xyz 43 12 203 29K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 one of most notable stories this cycle has been tradfi's acceptance of crypto as an asset class, flows into $BTC through ETFs + Saylor have meaningfully impacted price action  $ENA is positioned extremely well at this intersection for stablecoins, & hasn't repriced as an L1 yet Quote pickle @Pickle_cRypto · May 27 it will be obvious in retrospect 77 57 438 121K"
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 Replying to  @tervoooo yea but that's the point he's making, a lot of ppl blow up perps bc they keep trying to hit multiples on large portfolios, when really your goals for yearly returns should be way lower & focus should be on minimizing losses 5 61 6K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @0xUnihax0r 5 10 4.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 bro really vaporized $80M in a week 1.2K 380 2.8K 262K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 wait what Quote Psyduck @cryptopsychdoc · May 27 James Wynn from +80M at peak to 0  devastating to watch unfold in real time 190 33 1K 302K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @bs74z  and  @iamkadense no clue 11 10 1.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @iamkadense nice chart 50 18 213 34K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 my kinda guy Quote NRM84 @Mappy6984 · May 26 The dude is a boss. Came up just a little short. 56 8 130 63K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @HopiumPapi lmao 13 29 5.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @riddle245 im just warming up 27 2 104 12K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @stogolp can you imagine  5 16 3.8K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @ochocinco wolves 32 9 71 16K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 caption this 947 102 1.1K 205K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @birdsofindustry   @russian_acai  and  @goodalexander good alex 1 3 512
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @skewga_hyper 3 3 648
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @MustStopMurad housecoin 120 54 458 35K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @solashenone thats sick 4 4 1.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @PeterSchiff  and  @theonevortex happens 18 2.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @skewga_hyper you're going to have to tweet w/ a lot more frequency my brother 6 10 3.5K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 pretty incredible eth went from $12B market cap to $600B market cap in twelve months doing 10 TPS 188 50 1.4K 201K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Quote Imagyn @_imagyn · May 27 Replying to @blknoiz06 brother pin it against eth for the sake of fuck lmfao 34 14 127 61K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Quote Ansem  @blknoiz06 · May 27  x.com/blknoiz06/stat… 84 23 510 190K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Quote Ansem  @blknoiz06 · May 27  x.com/blknoiz06/stat… 43 12 186 245K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 Quote Ansem  @blknoiz06 · May 27 HyperEVM is the most asymmetric opportunity in crypto atm, & likely will be for a few months  x.com/PixOnChain/sta… 53 23 271 126K"
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 HyperEVM is the most asymmetric opportunity in crypto atm, & likely will be for a few months Quote Pix @PixOnChain · May 27  Article The Exact Setup I’m Using to Make $1M+ from HyperEVM Most people are sleeping on HyperEVM. I spent 20+ hours going through all 65 native protocols. If you play this right, I truly believe you can farm a 6–7 figure airdrop. Here’s the full playbook:... 150 171 1.7K 376K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @0xRiver8 Quote Ansem  @blknoiz06 · May 17 this thing looks like a kid-themed sleep paralysis demon 79 21 161 48K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 Replying to  @MemeBrokeDev  and  @pus get a job and learn to trade when you arent working Quote Ansem  @blknoiz06 · Nov 23, 2023 .@CryptoCred & @Tradermayne youtube channels  @abetrade 's blog  @koningkarell media  @Beetcoin threads  read technical analysis of financial markets by john j murphy 3 5 78 9.7K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 27 Replying to  @gainzy222 appreciate you my guy means a lot  52 8 810 34K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 27 Replying to  @pus something i wish someone told me early on is that the market never goes anywhere, when you spike a huge win cash out substantial amount & then just take a break from the market  the PNL isn't real unless its realized in your bank account, until then its just numbers on a screen Show more 41 89 1.4K 94K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @LarryLoves6969   @CL207  and  @stoicsavage you're asking me personally? 5 1 868
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 what's the most capital efficient way to deploy $10k of $HYPE on HyperCore & HyperEVM so someone can touch as many protocols as possible  assume no leverage > 2x 211 68 1.2K 299K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @CL207  and  @stoicsavage yep 4 7 1.9K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @pasternak launchcoin 130 27 637 77K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 26 hyperliquid Quote Skewga.hl @skewga_hyper · May 26 I've been trying to come up with a collection of past repricing events in crypto that could be similar to HYPE, and here's the result:  Disclaimer: Not calling for anything here, just historical research.  1) In the second half of 2021, SOL repriced from sub $10B to $80B. If Show more 79 30 262 75K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @Kaiser100x  and  @CapitalMonet believe ppl are overindexing on memecoin activity and underindexing on improvements being made on the technical infra side 7 1 10 983
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @RyanWatkins_ higher 22 4 169 16K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @RyanWatkins_ 1 24 4K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @exit_onchain   @drews888  and  @game_for_one my only target is $1M per bitcoin 3 1 10 1.3K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @0xAlfDog   @remp0x  and  @CapitalMonet two things i believe ppl are not pricing in for the best alts this cycle  - what does it look like if bitcoin is at $4T instead of $1.5T like last cycle top? - how do you price a protocol that has $1B+ of real revenue *and* growth levers of being its own L1 in first growth stage? 2 1 10 644
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 26 Replying to  @remp0x  and  @CapitalMonet i said 2021 not 2023-24, sol '21 & hype '25 both are very new ecosystems so that is the better comparison, only know hyperliquid has much better core biz product to build off of  the core trade will be hype just like core trade was sol back then 1 17 936"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @FaisalKlmao   @xSilverrr  and  @CapitalMonet dude lol 59 34 188 13K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @Cyxnis  and  @gainzy222 this was a really funny day 3 1 15 1.1K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @remp0x  and  @CapitalMonet not in 2021 it wasnt 3 2 669
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @xSilverrr  and  @CapitalMonet possible deterioration of performance of exchange as they decentralize valset  susceptibility to hacks  hyperevm not scaling well w/ activity  lack of other applications in ecosystem outside of perps  hard for US retail to buy 2 1 16 1.8K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 26 Replying to  @blknoiz06 this is what i meant btw Quote Ansem  @blknoiz06 · Jan 26, 2021 ~2 week consolidation + strong buyback on retest of midrange, looking to add to solana on this breakout i think this happens sometime this week 24 1 54 44K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @remp0x  and  @CapitalMonet ive been bullposting hype & hyperevm pretty aggressively i think 10 15 1.2K
Ansem,@blknoiz06,"Ansem  @blknoiz06 · May 26 not sure if you mean specifically stakers or traders, but yes the hyperliquid airdrop was the largest one this cycle by a large margin to power users of the protocol  staking wasnt live until after token dropped, & they haven't rewarded stakers yet so that is another possibility Quote terry @terrytjw · May 26 Replying to @blknoiz06 have they rewarded stakers before? 78 11 193 84K"
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @CapitalMonet wish i could easily pull the replies from all my solana posts in 2021 they are eerily similar & sol would just be green off every pullback & rally 21 14 180 20K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @Chilearmy123 second from the left 4 7 3.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @izebel_eth  and  @sershokunin but actually 3 8 4.6K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @xEbumx  and  @fantasy_top_ good luck! 2 1 330
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @russian_acai  and  @goodalexander believe he's building the version of what it would look like 3 1 18 2.7K
Ansem,@blknoiz06,Ansem  @blknoiz06 · May 26 Replying to  @bootie_digger your name is what now? 15 1 17 1.3K
